inv_PV_string = 1876, PV_inv = 1876
inv_B_string = 437, B_inv = 4.93111
pv_max_string = 70, pv_max = 70, pv_min = 0, pv_step = 0.2
cells_max_string = 225, cells_max = 19939.7, cells_min = 0, cells_step = 49.8493
metric_string = 0, metric = 0
epsilon_string = 0.01, epsilon = 0.01
confidence_string = 0.95, confidence = 0.95
days_in_chunk_string = 100, days_in_chunk = 100
loadfile = example_inputs/load.txt
reading load file
checking for errors in load file...
solarfile = example_inputs/pv.txt
checking for errors in solar file...
DEBUG: sizing_curves
chunk_1
51.416	70	153789
51.416	70	153789
51.9785	65.4	145405
52.541	55	126140
53.1035	46	109502
53.666	40.6	99617.6
54.2285	38.8	96486.7
54.791	38.4	95982.1
55.3535	38.2	95852.7
55.916	37.6	94972.9
56.4785	37.4	94843.5
57.041	37	94338.9
57.6035	36.6	93834.3
58.166	35.4	91828.9
58.7285	34.6	90574
59.291	33.8	89319
59.8535	33.6	89189.6
60.416	32.8	87934.6
60.9785	32.6	87805.2
61.541	32	86925.4
62.1035	31.6	86420.8
62.666	31.2	85916.2
63.2285	30.6	85036.5
63.791	30.2	84531.9
64.3535	29.8	84027.3
64.916	29.2	83147.5
65.4785	28.8	82642.9
66.041	28.4	82138.3
66.6035	27.8	81258.5
67.166	27.4	80753.9
67.7285	27.2	80624.6
68.291	27.2	80870.4
68.8535	26.8	80365.8
69.416	26	79110.8
69.9785	25.4	78231
70.541	25.2	78101.6
71.1035	25	77972.2
71.666	24.4	77092.4
72.2285	24	76587.9
72.791	23.6	76083.3
73.3535	23.2	75578.7
73.916	22.6	74698.9
74.4785	22.2	74194.3
75.041	21.8	73689.7
75.6035	21.2	72809.9
76.166	20.8	72305.3
76.7285	20.2	71425.6
77.291	19.8	70921
77.8535	19.4	70416.4
78.416	19.2	70287
78.9785	19	70157.6
79.541	19	70403.4
80.1035	18.6	69898.8
80.666	18.6	70144.6
81.2285	18.2	69640.1
81.791	18	69510.7
82.3535	17.6	69006.1
82.916	17.6	69251.9
83.4785	17.2	68747.3
