inv_PV_string = 1876, PV_inv = 1876
inv_B_string = 437, B_inv = 4.93111
pv_max_string = 70, pv_max = 70, pv_min = 0, pv_step = 0.2
cells_max_string = 225, cells_max = 19939.7, cells_min = 0, cells_step = 49.8493
metric_string = 0, metric = 0
epsilon_string = 0.01, epsilon = 0.01
confidence_string = 0.95, confidence = 0.95
days_in_chunk_string = 100, days_in_chunk = 100
loadfile = example_inputs/load.txt
reading load file
checking for errors in load file...
solarfile = example_inputs/pv.txt
checking for errors in solar file...
DEBUG: sizing_curves
chunk_1
51.8555	70	153981
51.8555	70	153981
52.418	61.6	138468
52.9805	46.6	110574
53.543	40.8	99939.1
54.1055	39.4	97558.5
54.668	38.6	96303.5
55.2305	38.2	95798.9
55.793	37.8	95294.3
56.3555	37.4	94789.7
56.918	37	94285.2
57.4805	36.8	94155.8
58.043	35.8	92525.6
58.6055	34.8	90895.4
59.168	34.4	90390.8
59.7305	33.8	89511
60.293	33.2	88631.2
60.8555	32.8	88126.6
61.418	32.4	87622.1
61.9805	32	87117.5
62.543	31.2	85862.5
63.1055	31	85733.1
63.668	30.6	85228.5
64.2305	29.8	83973.5
64.793	29.4	83468.9
65.3555	29.2	83339.5
65.918	28.6	82459.8
66.4805	28.2	81955.2
67.043	27.8	81450.6
67.6055	27.2	80570.8
68.168	27.2	80816.6
68.7305	26.8	80312
69.293	26.2	79432.2
69.8555	25.6	78552.4
70.418	25.4	78423.1
70.9805	25	77918.5
71.543	24.8	77789.1
72.1055	24.2	76909.3
72.668	23.8	76404.7
73.2305	23.2	75524.9
73.793	22.8	75020.3
74.3555	22.2	74140.5
74.918	22	74011.2
75.4805	21.6	73506.6
76.043	20.8	72251.6
76.6055	20.4	71747
77.168	20.2	71617.6
77.7305	19.6	70737.8
78.293	19.2	70233.2
78.8555	19	70103.8
79.418	18.8	69974.5
79.9805	18.6	69845.1
80.543	18.6	70090.9
81.1055	18.4	69961.5
81.668	18	69456.9
82.2305	17.8	69327.5
82.793	17.6	69198.1
83.3555	17.4	69068.7
83.918	17.2	68939.4
84.4805	17.2	69185.2
85.043	17	69055.8
85.6055	17	69301.6
86.168	17	69547.4
86.7305	16.8	69418
87.293	16.6	69288.6
87.8555	16.6	69534.4
88.418	16.6	69780.3
88.9805	16.6	70026.1
89.543	16.6	70271.9
90.1055	16.4	70142.5
90.668	16.4	70388.3
91.2305	16.2	70258.9
91.793	16	70129.5
92.3555	16	70375.3
92.918	16	70621.2
93.4805	16	70867
94.043	15.8	70737.6
94.6055	15.8	70983.4
95.168	15.8	71229.2
95.7305	15.8	71475
96.293	15.8	71720.8
96.8555	15.6	71591.4
97.418	15.6	71837.3
97.9805	15.6	72083.1
98.543	15.6	72328.9
99.1055	15.6	72574.7
99.668	15.6	72820.5
100.23	15.6	73066.3
100.793	15.4	72936.9
101.355	15.4	73182.7
101.918	15.4	73428.6
102.48	15.4	73674.4
103.043	15.4	73920.2
103.605	15.4	74166
104.168	15.2	74036.6
104.73	15.2	74282.4
105.293	15.2	74528.2
105.855	15.2	74774
106.418	15.2	75019.9
106.98	15	74890.5
107.543	15	75136.3
108.105	15	75382.1
108.668	15	75627.9
109.23	15	75873.7
109.793	15	76119.5
110.355	15	76365.3
110.918	15	76611.2
111.48	14.8	76481.8
112.043	14.8	76727.6
112.605	14.8	76973.4
113.168	14.8	77219.2
113.73	14.8	77465
114.293	14.8	77710.8
114.855	14.8	77956.6
115.418	14.6	77827.3
115.98	14.6	78073.1
116.543	14.6	78318.9
117.105	14.6	78564.7
117.668	14.6	78810.5
118.23	14.6	79056.3
118.793	14.6	79302.1
119.355	14.4	79172.7
119.918	14.4	79418.6
120.48	14.4	79664.4
121.043	14.4	79910.2
121.605	14.4	80156
122.168	14.4	80401.8
122.73	14.4	80647.6
123.293	14.2	80518.2
123.855	14.2	80764
124.418	14.2	81009.9
124.98	14.2	81255.7
125.543	14.2	81501.5
126.105	14.2	81747.3
126.668	14.2	81993.1
127.23	14.2	82238.9
127.793	14	82109.5
128.355	14	82355.3
128.918	14	82601.2
129.48	14	82847
130.043	14	83092.8
130.605	14	83338.6
131.168	14	83584.4
131.73	13.8	83455
132.293	13.8	83700.8
132.855	13.8	83946.6
133.418	13.8	84192.5
133.98	13.8	84438.3
134.543	13.8	84684.1
135.105	13.8	84929.9
135.668	13.8	85175.7
136.23	13.6	85046.3
136.793	13.6	85292.1
137.355	13.6	85537.9
137.918	13.6	85783.8
138.48	13.6	86029.6
139.043	13.6	86275.4
139.605	13.6	86521.2
140.168	13.6	86767
140.73	13.6	87012.8
141.293	13.6	87258.6
141.855	13.6	87504.4
142.418	13.4	87375.1
142.98	13.4	87620.9
143.543	13.4	87866.7
144.105	13.4	88112.5
144.668	13.4	88358.3
145.23	13.4	88604.1
145.793	13.4	88849.9
146.355	13.4	89095.7
146.918	13.4	89341.6
147.48	13.4	89587.4
148.043	13.4	89833.2
